Episode,Entropy
Episode-1376,0.7435998413515322
Episode-1378,0.7430777454412388
Episode-138,0.7553494494848918
Episode-1385,0.7587139018413672
Episode-1389,0.7633023180704588
Episode-139,0.7740379107869687
Episode-1396,0.7565916605274904
Episode-1397,0.7626696486102394
Episode-140,0.7591557539983641
Episode-1400,0.7621236092255377
Episode-1405,0.7712255410060177
Episode-1408,0.7574978603556154
Episode-1409,0.7340283497277938
Episode-1414,0.7603481405448901
Episode-1425,0.7485543185539744
Episode-1436,0.7338710273399245
Episode-1438,0.7326341098726089
Episode-1439,0.7353931158270012
Episode-1441,0.7369591826671876
Episode-146,0.7638372229158039
Episode-147,0.7658220677146291
Episode-1486,0.7368065799584086
Episode-1487,0.733236634304129
Episode-149,0.736383703660333
Episode-1490,0.7563472219697785
Episode-1493,0.7544967247397047
Episode-1496,0.7395891991155864
Episode-1497,0.7256375094097265
Episode-1498,0.7427434826332687
Episode-150,0.7643279945328794
Episode-1505,0.7560209983384804
Episode-1514,0.76525943643828
Episode-152,0.7701829389401639
Episode-1528,0.8062629106688395
Episode-1534,0.7701724318752338
Episode-1541,0.7391939515020609
Episode-1543,0.776591150801931
Episode-1546,0.7693913661675889
Episode-1548,0.7495358270268215
Episode-1549,0.7565441256794715
Episode-1552,0.7815849037796392
Episode-1556,0.7483205127571698
Episode-1557,0.750247743670456
Episode-1563,0.7456559343573661
Episode-1564,0.7527345808878381
Episode-1566,0.7837630187567849
Episode-1569,0.7599611996244855
Episode-1576,0.7485913991618967
Episode-1597,0.7311197345107306
Episode-1598,0.7359580271706594
Episode-1599,0.7605956376158801
Episode-160,0.7415425044833207
Episode-1601,0.7689248577495398
Episode-1606,0.765626012158957
Episode-1607,0.7412594736600933
Episode-1608,0.7532405982621261
Episode-161,0.7387799990601875
Episode-1610,0.761958580538262
Episode-1612,0.7495258846417157
Episode-1613,0.7560851094798907
Episode-1614,0.7618280111092693
Episode-1615,0.7492960852271271
Episode-1624,0.7535077001881362
Episode-163,0.7600035708768936
Episode-1631,0.7526291569266153
Episode-1632,0.7547791450205615
Episode-1634,0.7413154472718435
Episode-1635,0.7660054025405171
Episode-1636,0.7417527802312044
Episode-1637,0.7508077593945449
Episode-1642,0.7541668955603019
Episode-1645,0.7414916177773855
Episode-1646,0.7491828096274495
Episode-165,0.7698252646837789
Episode-1650,0.7716185365787799
Episode-1653,0.7574791485305552
Episode-1657,0.7537622639375693
Episode-1658,0.7252683720403388
Episode-1659,0.7514563328577416
Episode-1663,0.7557848811736552
Episode-1665,0.7732947309652936
Episode-1666,0.7551823791086789
Episode-1676,0.7654944899154732
Episode-168,0.7491245751549831
Episode-1680,0.7540321341293357
Episode-1683,0.7550102539805065
Episode-1684,0.750440764468516
Episode-1687,0.7646999312933124
Episode-1689,0.7450577200677461
Episode-1693,0.751342024751287
Episode-1695,0.7557908404915595
Episode-17,0.7548169788679895
Episode-170,0.7784234683671749
Episode-1704,0.7316517662496915
Episode-1710,0.7606240275454917
Episode-1715,0.749567297081153
Episode-1716,0.7585551198726784
Episode-172,0.7428637031283585
Episode-1722,0.7767826028785356
Episode-1723,0.7511153145653746
Episode-1724,0.7724909324060639
Episode-1725,0.7512189831340772
Episode-1729,0.7433436576800139
Episode-1731,0.7421642566105011
Episode-1732,0.7469326079448753
Episode-1734,0.7681949336078795
Episode-1737,0.765522829081047
Episode-1753,0.7771172309618614
Episode-1756,0.7422980366317758
Episode-1760,0.828066461241599
Episode-1765,0.7494726531305104
Episode-177,0.7665605815715518
Episode-1780,0.7429912074168451
Episode-1788,0.7301960359526392
Episode-179,0.7698385944347966
Episode-1793,0.7321194654748335
Episode-1795,0.7318834665705469
Episode-180,0.755335636218216
Episode-182,0.7531499520924435
Episode-1842,0.7450020156727465
Episode-1845,0.7603925165938206
Episode-1849,0.7448440763707277
Episode-185,0.765643743314103
Episode-1850,0.774014547736142
Episode-1858,0.7401694277712032
Episode-1859,0.7478241288353284
Episode-1860,0.7231236902411275
Episode-1861,0.7451041593490376
Episode-1862,0.7705163128239921
Episode-1873,0.7265142187497973
Episode-1875,0.72386966464108
Episode-1876,0.7496677453279267
Episode-1880,0.7375796516615444
Episode-1881,0.73511835154447
Episode-1883,0.7415246431193496
Episode-189,0.756113238184433
Episode-1892,0.7367511251581055
Episode-1893,0.7711704791248892
Episode-1896,0.7672056639375626
Episode-19,0.7507469104720165
Episode-1901,0.7468793933954732
Episode-1903,0.7569549988838259
Episode-1904,0.7550667407878355
Episode-1909,0.7506012904012741
Episode-191,0.7655341588049225
Episode-1912,0.7612420428333848
Episode-1914,0.820661441273812
Episode-1916,0.8028032619156075
Episode-192,0.7628771971509636
Episode-1927,0.7807163077394139
Episode-1928,0.7926867272755721
Episode-1929,0.747376943848841
Episode-193,0.7432014107007054
Episode-1931,0.7491366030626736
Episode-1933,0.7454057570417258
Episode-1934,0.7630931239196932
Episode-1937,0.7437428314579237
Episode-1938,0.7554456790809914
Episode-194,0.7829028713572341
Episode-1940,0.7426017098183686
Episode-1941,0.7724126937364147
Episode-1942,0.7414804041020036
Episode-1945,0.7593962942840307
Episode-1952,0.7645972203800304
Episode-1959,0.7500638303236369
Episode-1960,0.7610919980821791
Episode-1963,0.752358871161717
Episode-1965,0.7710450771528683
Episode-1967,0.7541993287338026
Episode-1973,0.7464890345420881
Episode-1979,0.7779990144193957
Episode-1980,0.7449458782568629
Episode-1981,0.7489846878991151
Episode-1984,0.7662458814842272
Episode-1987,0.7342033954726442
Episode-1988,0.7441811642878217
Episode-1989,0.7468956383281122
Episode-1996,0.7542799536919866
Episode-1997,0.7531251863137268
Episode-1999,0.7642762767772195
Episode-2,0.7814324241509503
Episode-2000,0.7527425768409848
Episode-2001,0.7417011734825313
Episode-2002,0.7717620204581088
Episode-2003,0.7473458914349219
Episode-2007,0.7621114881584565
Episode-2008,0.7518007085083862
Episode-2009,0.742674215450586
Episode-201,0.7610774595828814
Episode-2011,0.7470696150619545
Episode-2012,0.7579654660936176
Episode-2013,0.7580784407614972
Episode-2015,0.7553541433026588
Episode-2019,0.757017440114342
Episode-202,0.7550051242005008
Episode-2021,0.764378885197682
Episode-2022,0.7682301882031962
Episode-203,0.740834694967876
Episode-204,0.7499966725297064
Episode-207,0.7638583389064907
Episode-2077,0.7286942334831368
Episode-208,0.7578916829615492
Episode-2092,0.7372515276289258
Episode-2095,0.7522251204124445
Episode-210,0.747268237865367
Episode-2105,0.7511375453438696
Episode-2107,0.7508703332469171
Episode-2109,0.7402584765715213
Episode-2117,0.7607965088488918
Episode-212,0.7559337229867515
Episode-2125,0.7361529323310585
Episode-2126,0.745835963392736
Episode-2128,0.7611831269121354
Episode-2132,0.7720370767085589
Episode-2135,0.7739940104956283
Episode-2136,0.774296967819433
Episode-2137,0.7615956872896634
Episode-214,0.7625719128155549
Episode-2141,0.7770156984433212
Episode-2142,0.7700587490097185
Episode-2143,0.7590842354751506
Episode-2144,0.761780930381474
Episode-2145,0.7738424616893189
Episode-2147,0.7744192183591548
Episode-2148,0.7535246369331546
Episode-2154,0.7539654677514079
Episode-2155,0.7654093941302655
Episode-2156,0.752748454738014
Episode-2158,0.7510244548999148
Episode-2160,0.7624090211121426
Episode-2168,0.746885027374827
Episode-2176,0.773816406093604
Episode-2180,0.7856407276180883
Episode-2184,0.768918388310435
Episode-219,0.7672979869317444
Episode-2204,0.7291723599389379
Episode-2206,0.7404164727138401
Episode-2209,0.7272491811914871
Episode-2210,0.7408972758755874
Episode-2212,0.7444607181785374
Episode-2215,0.7358205976577218
Episode-2218,0.7472322912640514
Episode-222,0.7509602562542511
Episode-2224,0.7523499727583711
Episode-2231,0.7422483701512455
Episode-2232,0.7599035732907811
Episode-2235,0.7410624560607717
Episode-2237,0.7478599918607531
Episode-2239,0.7445760846443779
Episode-224,0.7557011794851537
Episode-2240,0.7482904603763003
Episode-2243,0.7507218626227846
Episode-2247,0.7482683492163558
Episode-2248,0.7426024113078238
Episode-225,0.753042116394244
Episode-2252,0.7588993402326312
Episode-2256,0.7565275842272543
Episode-2260,0.7518203230637795
Episode-2261,0.7443410854645325
Episode-2262,0.7352396394625087
Episode-2268,0.7531047097529702
Episode-2269,0.7634796592620049
Episode-2270,0.747416245544966
Episode-2271,0.7500623780054766
Episode-2272,0.7283418283247677
Episode-2273,0.7401247366303669
Episode-2275,0.7241512029926899
Episode-2276,0.7484668330786357
Episode-2278,0.7383866940887467
Episode-228,0.7714587759927218
Episode-229,0.7557005698771085
Episode-233,0.7585799553102966
Episode-2333,0.7331512229700179
Episode-234,0.784501261945817
Episode-2341,0.7602294804952955
Episode-2343,0.7588788464575194
Episode-2345,0.7434347213590139
Episode-2348,0.7504198616531327
Episode-2349,0.7588572159598608
Episode-2352,0.7429876063724064
Episode-2355,0.7565083586040364
Episode-2356,0.7670752770418978
Episode-2358,0.7535273541629829
Episode-236,0.7614166536790254
Episode-2362,0.7433683377385353
Episode-2368,0.7506763993088597
Episode-2373,0.7635150406345954
Episode-2375,0.7728664184865504
Episode-238,0.7534825358776017
Episode-2381,0.7591830437344599
Episode-2382,0.7516511598546303
Episode-2386,0.7372183102481024
Episode-2393,0.7748211483037476
Episode-2397,0.7467608909913561
Episode-2399,0.7465077283985307
Episode-24,0.7824763131161364
Episode-241,0.7705713946519978
Episode-2415,0.7531418272791639
Episode-242,0.7614363852096522
Episode-2421,0.7700626730451853
Episode-2424,0.7622830777561904
Episode-2425,0.7631317514505125
Episode-2427,0.7414434842892518
Episode-2428,0.7308545494132382
Episode-244,0.7834262451455732
Episode-2441,0.7536877059421927
Episode-2444,0.7627013210004988
Episode-2445,0.7457446843680987
Episode-2447,0.7584022785102333
Episode-2452,0.7474284467753768
Episode-2454,0.7553676673823676
Episode-2455,0.7580398292548507
Episode-2458,0.7515805163774872
Episode-2460,0.7604828314399846
Episode-2468,0.7598821299040884
Episode-247,0.74297408444225
Episode-2471,0.7572418713749126
Episode-2475,0.7598010523774744
Episode-2477,0.7301433065273065
Episode-2479,0.7544427505023018
Episode-2482,0.7611274766800424
Episode-2484,0.7686753014729243
Episode-2487,0.7693904432987482
Episode-2489,0.7582812715211146
Episode-2492,0.7513370761334893
Episode-2493,0.755313324679995
Episode-25,0.7711858687532076
Episode-250,0.7572261165899397
Episode-251,0.7757220047548488
Episode-2511,0.7508065581970694
Episode-2515,0.7435455168829264
Episode-2518,0.7803201616214892
Episode-2519,0.7468234431263792
Episode-2524,0.7500778724991062
Episode-2528,0.7273603636308377
Episode-2529,0.7401059272794668
Episode-253,0.7528995743697551
Episode-2531,0.770042725447716
Episode-2536,0.734100619317213
Episode-2537,0.7611703660038432
Episode-2541,0.7211355357416647
Episode-2544,0.7468828914066628
Episode-2553,0.7510053261922136
Episode-2558,0.7234308541093932
Episode-256,0.761805520134473
Episode-2566,0.7477275405617366
Episode-257,0.7679190930805424
Episode-2571,0.7683256435937252
Episode-2574,0.7567283299968021
Episode-2576,0.7423888575849258
Episode-2583,0.7618088117405205
Episode-2585,0.7586207228392626
Episode-2587,0.7508570309774882
Episode-2589,0.7751642184776671
Episode-2592,0.774086578776559
Episode-2593,0.7597261621623016
Episode-2596,0.7580110044198484
Episode-2597,0.7672969262964747
Episode-2605,0.7486824466740073
Episode-2607,0.748812782847597
Episode-2609,0.7673661955288625
Episode-2610,0.779597962479947
Episode-2612,0.7514620409913055
Episode-2613,0.7768954006007347
Episode-2614,0.7573393743195858
Episode-2615,0.775343102756898
Episode-2617,0.750970271416442
Episode-2621,0.7397431133858079
Episode-2623,0.7680902066226474
Episode-2624,0.759793400051036
Episode-2627,0.7484947269980079
Episode-263,0.7327609560447762
Episode-2631,0.7420054391881011
Episode-2632,0.7512127267623053
Episode-2634,0.7574446653346777
Episode-2636,0.7592767952468562
Episode-2637,0.7356522675032116
Episode-2641,0.759109223469897
Episode-2642,0.7519094477422763
Episode-2644,0.7486705058141103
Episode-2651,0.7340167959497381
Episode-2656,0.7641824725144346
Episode-2664,0.7561923632384142
Episode-2670,0.7542454032924912
Episode-2673,0.8149371407771073
Episode-2679,0.7608869296215525
Episode-268,0.7506307576422111
Episode-2681,0.81295894655593
Episode-2683,0.7562527552992236
Episode-2684,0.7610883512159986
Episode-269,0.7610713537456979
Episode-2697,0.8265090486686018
Episode-2698,0.7555240552306347
Episode-2699,0.7883019942376547
Episode-271,0.7604585674614525
Episode-272,0.7607179028788031
Episode-2748,0.7303206369751158
Episode-275,0.7508714984479773
Episode-2764,0.7363551442287436
Episode-2767,0.7251445921065742
Episode-2768,0.7385389274151357
Episode-2770,0.7405577731063543
Episode-2771,0.7589181204101042
Episode-2773,0.7499964927914982
Episode-2778,0.7590681028853531
Episode-278,0.751810339696758
Episode-2780,0.7609155003915395
Episode-2782,0.738528228611506
Episode-2783,0.7648366668614769
Episode-2784,0.7384864093703413
Episode-2785,0.7311364485145174
Episode-2786,0.7523544533838957
Episode-2789,0.7462557311272402
Episode-2791,0.7571513332372198
Episode-2792,0.7316526211695283
Episode-2798,0.7632065053330558
Episode-28,0.7799989184077625
Episode-280,0.7551404775185845
Episode-2800,0.7572446541826505
Episode-2802,0.7473970066728479
Episode-2807,0.7652950641587052
Episode-2810,0.7579462982216655
Episode-2819,0.7784070439323683
Episode-2824,0.742725498589644
Episode-2826,0.7643992525013902
Episode-2830,0.7428399227843813
Episode-2831,0.739523833609201
Episode-2835,0.7393259304276095
Episode-2837,0.7635782132810053
Episode-284,0.7682164657210871
Episode-2840,0.7617106019068287
Episode-285,0.7557396516253897
Episode-2850,0.7463646406670489
Episode-2851,0.759069257782215
Episode-2856,0.7512095753116418
Episode-2859,0.757214834780535
Episode-286,0.7535091987704149
Episode-2869,0.7216742009129058
Episode-287,0.7470719274842779
Episode-2874,0.7544198452422647
Episode-2878,0.7448819747920218
Episode-2880,0.7525583135996001
Episode-2881,0.772200498628823
Episode-2882,0.7448079372914221
Episode-2886,0.7341545060198198
Episode-2887,0.7465792169178666
Episode-2890,0.7270852541749077
Episode-2894,0.7413678465079108
Episode-2896,0.7667637199430367
Episode-2899,0.7583131138475532
Episode-2900,0.7494044059834671
Episode-2902,0.760773756055295
Episode-2904,0.7702392437691112
Episode-2909,0.74724173549381
Episode-2915,0.7511824857780123
Episode-2917,0.7381035641855859
Episode-2918,0.7586356857644382
Episode-2920,0.7753948549228175
Episode-2923,0.7655196604763351
Episode-2925,0.750019453650198
Episode-2927,0.7565153200039313
Episode-2929,0.7509620398028205
Episode-2931,0.7473607065416898
Episode-2934,0.7407448289434381
Episode-2938,0.757102489179444
Episode-2939,0.7607707799387563
Episode-294,0.7559629086669226
Episode-2940,0.7682710578017895
Episode-2941,0.745771420634939
Episode-2944,0.7570437812686954
Episode-2946,0.7567794752501574
Episode-2948,0.7562513389791246
Episode-2950,0.7669536360232552
Episode-2956,0.7455632436944718
Episode-2958,0.7647453417038069
Episode-296,0.7383771972099237
Episode-2963,0.7395370954549829
Episode-2965,0.7535726096856973
Episode-2966,0.7549863050119259
Episode-2968,0.74818525372319
Episode-2969,0.7367801712902721
Episode-2970,0.7371928782910703
Episode-2971,0.7493590185604017
Episode-2972,0.7419213774536937
Episode-2976,0.7455291284223424
Episode-2982,0.7483689627143275
Episode-2991,0.8270686717637755
Episode-30,0.7405034236298603
Episode-3003,0.7462019303197535
Episode-3008,0.7439077436313303
Episode-3009,0.7542684344130595
Episode-3011,0.7330294143039098
Episode-3012,0.7538283073331289
Episode-3021,0.7570518750316267
Episode-3023,0.8329841602452264
Episode-3074,0.7330198189598953
Episode-308,0.748996548285234
Episode-3081,0.7426449049753567
Episode-3083,0.7825539286639457
Episode-3084,0.7538376411640193
Episode-3087,0.7436445245152903
Episode-3088,0.7382137671666258
Episode-309,0.7604387480507897
Episode-3092,0.739860379671887
Episode-3093,0.7252094560668574
Episode-3094,0.7354925959789316
Episode-3095,0.7432354303427496
Episode-3099,0.7437741117406901
Episode-3100,0.7403458129327303
Episode-3101,0.7351582571613277
Episode-3104,0.7666958795937799
Episode-3108,0.7295503511732074
Episode-3109,0.7681518278991348
Episode-3150,0.7528568103437493
Episode-3152,0.7796184886092657
Episode-3153,0.7769772853513361
Episode-3156,0.7597823933794938
Episode-3159,0.7496826570187745
Episode-316,0.7497015084653675
Episode-3164,0.7721582842583846
Episode-3165,0.7684871081396231
Episode-3166,0.775694873445135
Episode-317,0.7458871417792621
Episode-3170,0.7506556250637763
Episode-3173,0.7695782409266018
Episode-3178,0.7326943952486505
Episode-3184,0.7531469701216661
Episode-3186,0.7824884090052591
Episode-320,0.7479149325483769
Episode-3207,0.7429371972174004
Episode-3213,0.7496992321693865
Episode-3214,0.7501684338622738
Episode-3218,0.7434643019841225
Episode-3219,0.7360406024229776
Episode-3220,0.7741423341346921
Episode-3223,0.7527901771878927
Episode-3225,0.7709833912101661
Episode-3226,0.747171219728368
Episode-3227,0.749747413471184
Episode-3228,0.7383417148566183
Episode-3232,0.7370842656354825
Episode-3233,0.7595784770993821
Episode-3238,0.7492750966765583
Episode-324,0.7668412822917952
Episode-3241,0.7574715019687158
Episode-3242,0.7721250253811706
Episode-3249,0.7410607762089376
Episode-325,0.7711912385266223
Episode-326,0.7616692672051433
Episode-3265,0.7388148649436194
Episode-3266,0.7380462665807923
Episode-3268,0.7590889613267152
Episode-3270,0.7587992909627581
Episode-3272,0.7492894702270279
Episode-3281,0.7546219346261901
Episode-3285,0.7429894122140727
Episode-3288,0.7612980998472207
Episode-329,0.7489288499963573
Episode-3292,0.7542047070264272
Episode-3301,0.7577744258905227
Episode-3309,0.7344137964195921
Episode-331,0.7814560512812532
Episode-3312,0.7328606021785266
Episode-3318,0.7480374125993063
Episode-332,0.7526211579712282
Episode-3321,0.7331364923539061
Episode-3332,0.7707648271250312
Episode-3335,0.7689373003413398
Episode-3336,0.755788892801806
Episode-3339,0.7631557864113236
Episode-334,0.730864266707678
Episode-3343,0.7497331720158186
Episode-3344,0.7504296178053202
Episode-3351,0.7630209312404302
Episode-3355,0.7500285422003908
Episode-3359,0.7448727993193878
Episode-3360,0.7672133042557753
Episode-3367,0.7496125660477145
Episode-3368,0.7712802618821214
Episode-3369,0.7479183619657
Episode-337,0.7590456648459958
Episode-3372,0.7454191683621941
Episode-3373,0.7397480924798565
Episode-3382,0.7541875165398788
Episode-3386,0.7294645833564314
Episode-3389,0.7641289225441061
Episode-339,0.761456636127105
Episode-3394,0.7511820455545057
Episode-3415,0.7418405095891605
Episode-3419,0.7175587991537297
Episode-342,0.7557089764618664
Episode-3421,0.7403258086710461
Episode-3422,0.7219272701491549
Episode-3426,0.75618742186065
Episode-3430,0.7552775685215632
Episode-3431,0.7743317263641368
Episode-344,0.743271706474185
Episode-345,0.7792790444545051
Episode-3459,0.7595080383155874
Episode-3460,0.7401623288720058
Episode-3461,0.7501561384065478
Episode-3462,0.7853996986142388
Episode-3463,0.7935139046194979
Episode-3465,0.753088483643048
Episode-3466,0.7725092317819349
Episode-3468,0.7506988396977846
Episode-3469,0.7492022560871878
Episode-3472,0.7730286078105759
Episode-3473,0.7508318802522275
Episode-3474,0.7624053600630278
Episode-3477,0.7494283939257695
Episode-3478,0.7475455527189728
Episode-3480,0.7507570028165175
Episode-3481,0.7715838765407207
Episode-3483,0.7677734250284317
Episode-3485,0.7709307525679787
Episode-3487,0.7794477217570539
Episode-3489,0.7627074990656589
Episode-349,0.7460633869095891
Episode-3490,0.7475016106870849
Episode-3491,0.7655544308994232
Episode-3492,0.7642548431393438
Episode-3495,0.7435415931549751
Episode-3496,0.7679974067120375
Episode-3497,0.7452677143183659
Episode-3498,0.747512555127809
Episode-350,0.769573533404288
Episode-3501,0.7539880725162853
Episode-3504,0.7590733401624201
Episode-3509,0.7495894024689724
Episode-3512,0.7783864740771216
Episode-3513,0.7621650331009977
Episode-3517,0.7828699859924001
Episode-3519,0.7603371032407433
Episode-3520,0.7711643485690345
Episode-3521,0.7496431106330278
Episode-3524,0.7580173992640548
Episode-3526,0.7305798763554707
Episode-3532,0.764216315458447
Episode-3541,0.767016693939875
Episode-3545,0.7536507273199324
Episode-355,0.7492164276330906
Episode-3557,0.7515182152674944
Episode-3569,0.7557704297458201
Episode-357,0.768555756023221
Episode-3574,0.7641162945642116
Episode-3575,0.7393151413125724
Episode-3576,0.749556051396602
Episode-3579,0.7503963477836348
Episode-3594,0.7333148331101195
Episode-3595,0.7652962346526028
Episode-3596,0.7507170519673255
Episode-3597,0.7554121145111579
Episode-3600,0.7756349411575867
Episode-3601,0.7345194662135555
Episode-3603,0.7548068495271371
Episode-3606,0.7377898175596816
Episode-3607,0.7502110671971182
Episode-361,0.7549296733995866
Episode-3614,0.7568695750649181
Episode-3615,0.757655780228497
Episode-3624,0.7457423267629771
Episode-3631,0.7505627690663543
Episode-3634,0.7637575029132349
Episode-3636,0.737469068276906
Episode-364,0.7471896693616695
Episode-366,0.7425040776251574
Episode-367,0.7491495927727335
Episode-3686,0.7243671831561157
Episode-3693,0.7683467297032083
Episode-3694,0.7488492773511649
Episode-3737,0.7358810202449013
Episode-3738,0.7449855902098738
Episode-3742,0.751422661105713
Episode-3745,0.7301859331483196
Episode-3757,0.7395478629486587
Episode-3763,0.7706453273778985
Episode-3764,0.7593134554713766
Episode-3765,0.7769483511364629
Episode-3767,0.7721457258677841
Episode-3768,0.7566341795729516
Episode-3773,0.759095810329537
Episode-3774,0.7562258894307479
Episode-3775,0.7490066077359468
Episode-3776,0.7637373610614838
Episode-3777,0.7297068706916605
Episode-3781,0.7645267680454545
Episode-3784,0.7809053026873698
Episode-3785,0.7542086903192612
Episode-3789,0.7637901605789765
Episode-379,0.7590483387975453
Episode-380,0.7730356653696907
Episode-3800,0.7339264964173438
Episode-3811,0.746041821177314
Episode-3818,0.7255882007237399
Episode-3819,0.7481214914256833
Episode-382,0.7536009015721644
Episode-3820,0.7507635120611702
Episode-3824,0.757808563589672
Episode-383,0.7665832296998584
Episode-3833,0.7437713187731503
Episode-3836,0.7673632374217607
Episode-3838,0.757531403082759
Episode-384,0.766769802748565
Episode-3840,0.7540973354672594
Episode-3843,0.7550790010672519
Episode-3844,0.7486211753177948
Episode-3848,0.7792232223329757
Episode-3850,0.7561955661388545
Episode-3854,0.751706252841021
Episode-3855,0.7536695447247949
Episode-3859,0.7544743477716941
Episode-3862,0.7405917176239906
Episode-3863,0.7439486394670459
Episode-3865,0.7634293604838427
Episode-387,0.7535202655235944
Episode-3873,0.737930120061779
Episode-3874,0.7472074287903554
Episode-3875,0.7418800244886924
Episode-3876,0.7556796129633115
Episode-3877,0.7580341283568286
Episode-3879,0.7487612043211932
Episode-3881,0.7626087541278599
Episode-3886,0.7344274309545613
Episode-3888,0.7609453863296471
Episode-389,0.7719458696944995
Episode-3890,0.7412228135280016
Episode-3894,0.7413086451250941
Episode-3896,0.7422949057929688
Episode-3899,0.7604547043894936
Episode-3903,0.7448660446912408
Episode-3904,0.755028582740324
Episode-3906,0.7737358517600367
Episode-3908,0.7661763657902951
Episode-391,0.7608302221538682
Episode-3912,0.7400449492802225
Episode-3914,0.7708934418963849
Episode-3920,0.7450233693697877
Episode-3922,0.7401472365465249
Episode-3924,0.7622597217659572
Episode-3926,0.7795678707095558
Episode-3930,0.7298279375243333
Episode-3934,0.7240789211972914
Episode-3942,0.7410058731590977
Episode-3945,0.7371534369038634
Episode-395,0.7496842103841452
Episode-3955,0.7394639064860062
Episode-3957,0.7694021479650182
Episode-396,0.7562218758750006
Episode-3967,0.7336413813600061
Episode-3968,0.7725161675706828
Episode-397,0.7484430297883938
Episode-3970,0.76240171383154
Episode-3972,0.7349714530770431
Episode-3978,0.7697629276136784
Episode-398,0.7451501287106864
Episode-3980,0.7498585671582413
Episode-3981,0.7610975151758318
Episode-3982,0.757949540978344
Episode-3986,0.7434056219023547
Episode-3988,0.7449757788222692
Episode-3991,0.7601557384691187
Episode-3992,0.7549246619311354
Episode-3999,0.7710489555962414
Episode-400,0.7616263508552045
Episode-4000,0.7539535301912292
Episode-4002,0.7599437945268387
Episode-4004,0.7749459199971552
Episode-4007,0.7542304021173447
Episode-4008,0.7564382912085259
Episode-403,0.759615417878096
Episode-404,0.7438523326452507
Episode-4055,0.7265299793588311
Episode-4059,0.7341769331143724
Episode-406,0.7459452156990155
Episode-407,0.7750424424066774
Episode-4072,0.7626192284724527
Episode-4080,0.7550266674111625
Episode-4085,0.7534656237200362
Episode-4090,0.7493747764693529
Episode-4093,0.7439838034188844
Episode-4095,0.7635682964963788
Episode-4097,0.7538034139723894
Episode-4098,0.7587388712708727
Episode-4100,0.7367976650452583
Episode-4102,0.7511239654666486
Episode-4105,0.7531205185203249
Episode-4106,0.7390656687821915
Episode-4108,0.738581612943464
Episode-4111,0.7444925829482845
Episode-4114,0.7521864067383269
Episode-4116,0.7385828155995451
Episode-4117,0.7363938431862761
