Episode,User_Mean,User_Density,User_WordCount,Asst_Mean,Asst_Density,Asst_WordCount,Overall_Mean,StandardDeviation,Density,WordCount
DM_20250428-052121_Interview,-0.0486,-0.0298,1171,-0.1541,-0.1095,1593,-0.1132,0.7017974516054075,-0.0757,2764
DM_20250428-055231_Interview,-0.0378,-0.0248,1043,-0.1574,-0.1135,1471,-0.1105,0.6782675680083339,-0.0767,2514
DM_20250428-061846_Interview,-0.0173,-0.0111,1086,-0.1556,-0.1099,1212,-0.0934,0.7811766874216334,-0.0632,2298
DM_20250428-064335_Interview,-0.0744,-0.048,1440,-0.1742,-0.1203,1559,-0.128,0.7464088668236233,-0.0856,2999
DM_20250428-071500_Interview,-0.1343,-0.0821,72,-0.0705,-0.0484,137,-0.0909,0.5068040382904884,-0.06,209
DM_20250428-071927_Interview,-0.0675,-0.0413,973,-0.1251,-0.0862,1301,-0.1021,0.6827013852381655,-0.067,2274
DM_20250428-074346_Interview,-0.0396,-0.025,1259,-0.1542,-0.11,1485,-0.1051,0.720760499761706,-0.071,2744
DM_20250428-081637_Interview,-0.0775,-0.0498,1315,-0.1508,-0.1082,1669,-0.1205,0.6945437948887695,-0.0825,2984
DM_20250428-084737_Interview,-0.0863,-0.0546,1221,-0.131,-0.0926,1481,-0.112,0.5921969754297794,-0.0754,2702
DM_20250428-091756_Interview,-0.0142,-0.0087,1169,-0.1382,-0.0932,1198,-0.0799,0.6555941846532533,-0.0515,2367
DM_20250428-094356_Interview,-0.0622,-0.0394,1135,-0.1563,-0.1095,1388,-0.1163,0.6899956142035008,-0.078,2523
DM_20250428-101025_Interview,-0.0822,-0.055,1519,-0.1728,-0.1245,1485,-0.1287,0.6587159229337862,-0.0894,3004
DM_20250428-104612_Interview,-0.0533,-0.035,1075,-0.1579,-0.1116,1314,-0.1127,0.7449587803745895,-0.0771,2389
DM_20250428-111206_Interview,-0.1254,-0.0826,2702,-0.1485,-0.1052,2861,-0.1377,0.7257329853590767,-0.0943,5563
DM_20250428-122830_Interview,-0.0456,-0.0302,1593,-0.1449,-0.1046,1578,-0.0972,0.6986807861828923,-0.0672,3171
DM_20250428-130033_Interview,-0.071,-0.0455,1192,-0.1564,-0.11,1300,-0.1175,0.68145934863694,-0.0791,2492
DM_20250428-132626_Interview,-0.0881,-0.0553,1596,-0.145,-0.1025,1712,-0.1192,0.6659989501263408,-0.0798,3308
DM_20250428-140229_Interview,-0.0758,-0.048,1222,-0.1156,-0.0795,1378,-0.0977,0.6634639210078342,-0.0647,2600
DM_20250428-142927_Interview,-0.0754,-0.0494,1500,-0.1401,-0.0997,1801,-0.112,0.7027707090052907,-0.0769,3301
DM_20250428-150338_Interview,-0.0938,-0.0581,1214,-0.1414,-0.0996,1312,-0.12,0.6717431084055709,-0.0797,2526
DM_20250428-153149_Interview,-0.0099,-0.0062,471,-0.102,-0.0747,627,-0.066,0.6600653539887643,-0.0453,1098
DM_20250428-154558_Interview,-0.0795,-0.0511,540,-0.095,-0.0629,370,-0.0859,0.7301578596518925,-0.0559,910
DM_20250428-160817_Interview,-0.0759,-0.0477,1217,-0.164,-0.1177,1248,-0.1234,0.6722132156314213,-0.0832,2465
DM_20250428-163446_Interview,-0.0859,-0.0554,1009,-0.1552,-0.1098,1238,-0.1256,0.6258927058364129,-0.0854,2247
DM_20250428-165912_Interview,-0.0525,-0.0338,1331,-0.1076,-0.0773,1755,-0.0853,0.7105906949957401,-0.0585,3086
DM_20250428-172852_Interview,-0.1455,-0.0897,1491,-0.1392,-0.1016,1632,-0.1419,0.6741829986235749,-0.0959,3123
DM_20250428-180229_Interview,-0.0545,-0.0338,991,-0.1348,-0.0951,1409,-0.1041,0.7316650465381803,-0.0698,2400
DM_20250428-182802_Interview,-0.0846,-0.0535,1402,-0.1665,-0.1173,1405,-0.1278,0.6938681801427901,-0.0855,2807
DM_20250428-185658_Interview,-0.103,-0.065,1131,-0.1208,-0.0819,1093,-0.1121,0.7547133828843507,-0.0733,2224
DM_20250428-192234_Interview,-0.0007,-0.0004,70,-0.2348,-0.1795,85,-0.139,0.700019593434827,-0.0986,155
DM_20250428-192407_Interview,-0.0827,-0.05,880,-0.1397,-0.0963,1254,-0.118,0.6669369895855528,-0.0772,2134
DM_20250428-194728_Interview,-0.1562,-0.0976,1072,-0.1592,-0.1144,1215,-0.1579,0.6831130288768469,-0.1065,2287
DM_20250428-201240_Interview,-0.0208,-0.0131,1248,-0.1,-0.072,1384,-0.065,0.7219132880663991,-0.0441,2632
DM_20250428-204221_Interview,-0.0349,-0.0222,1059,-0.115,-0.0824,1051,-0.0772,0.6205152491913268,-0.0522,2110
DM_20250428-210633_Interview,-0.0449,-0.0291,1040,-0.1324,-0.0944,1172,-0.0934,0.7113699242049994,-0.0637,2212
DM_20250428-213133_Interview,-0.0866,-0.0521,996,-0.1545,-0.1074,1223,-0.1264,0.6972582719182386,-0.0826,2219
DM_20250428-215743_Interview,-0.0963,-0.0609,1217,-0.1398,-0.0989,1284,-0.1199,0.6582456948669575,-0.0804,2501
DM_20250428-222322_Interview,-0.0851,-0.0563,1728,-0.1131,-0.0786,1737,-0.0995,0.6958168276582701,-0.0675,3465
DM_20250428-225837_Interview,-0.0982,-0.0604,1033,-0.1239,-0.0862,1416,-0.1138,0.6617150103610535,-0.0753,2449
DM_20250428-232528_Interview,-0.0231,-0.0144,1203,-0.1111,-0.079,1588,-0.076,0.6437351418845692,-0.0512,2791
DM_20250428-235723_Interview,-0.0221,-0.0137,896,-0.1514,-0.1055,1279,-0.1018,0.6758516877864256,-0.0677,2175
DM_20250429-002224_Interview,-0.0511,-0.0319,1279,-0.1312,-0.0918,1365,-0.0947,0.6894624238677182,-0.0628,2644
DM_20250429-004952_Interview,-0.0893,-0.0549,1086,-0.1541,-0.1079,1337,-0.1271,0.7029135740275262,-0.0842,2423
DM_20250429-011504_Interview,-0.0919,-0.0549,1156,-0.1387,-0.0965,1269,-0.1181,0.6374187970288203,-0.0767,2425
DM_20250429-014128_Interview,-0.0765,-0.0469,838,-0.1202,-0.0845,1225,-0.1039,0.664629504764393,-0.0692,2063
DM_20250429-020455_Interview,-0.0723,-0.0452,1296,-0.1413,-0.101,1537,-0.112,0.6445725653241304,-0.0755,2833
DM_20250429-023642_Interview,-0.0729,-0.0462,1289,-0.1326,-0.0927,1684,-0.1082,0.6410985104872065,-0.0725,2973
DM_20250429-030941_Interview,-0.0995,-0.0624,879,-0.1342,-0.0937,1279,-0.1209,0.690705103947587,-0.0809,2158
DM_20250429-033532_Interview,-0.09,-0.0582,1267,-0.18,-0.1265,1263,-0.1368,0.7022571244734381,-0.0923,2530
DM_20250429-040356_Interview,-0.0739,-0.0461,1176,-0.1371,-0.0951,1471,-0.1107,0.6928201380502189,-0.0733,2647
DM_20250429-043057_Interview,-0.0429,-0.0252,822,-0.1244,-0.0858,1273,-0.0955,0.6461826469548447,-0.062,2095
DM_20250429-045409_Interview,-0.0174,-0.011,877,-0.1034,-0.0702,881,-0.0622,0.6885817792313204,-0.0407,1758
DM_20250429-051641_Interview,-0.0429,-0.0277,984,-0.1259,-0.0866,1405,-0.093,0.6715426304624449,-0.0623,2389
DM_20250429-054305_Interview,-0.1032,-0.0661,1060,-0.137,-0.0969,1388,-0.1232,0.6632023924124604,-0.0836,2448
DM_20250429-060853_Interview,-0.1234,-0.0788,1172,-0.1409,-0.0984,1302,-0.133,0.6619692106867776,-0.0891,2474
DM_20250429-063640_Interview,-0.0607,-0.0384,1208,-0.1625,-0.1162,1278,-0.1161,0.7230756627213528,-0.0784,2486
DM_20250429-070346_Interview,-0.1094,-0.0701,1028,-0.1618,-0.1137,1366,-0.1405,0.6390289221456487,-0.095,2394
DM_20250429-072950_Interview,-0.0151,-0.0093,941,-0.1832,-0.129,1271,-0.1169,0.6990589911777919,-0.0781,2212
DM_20250429-075617_Interview,-0.1158,-0.0746,2345,-0.1204,-0.0813,2720,-0.1183,0.6565589420680673,-0.0782,5065
DM_20250429-093442_Interview,-0.1031,-0.0625,1084,-0.1184,-0.0843,1367,-0.1122,0.6232642246534296,-0.0746,2451
DM_20250429-100224_Interview,-0.1491,-0.0891,77,-0.1683,-0.1202,168,-0.163,0.6878050022107156,-0.1104,245
DM_20250429-100535_Interview,-0.1048,-0.0647,1011,-0.1446,-0.1009,1323,-0.1286,0.6457124059046069,-0.0852,2334
